feature,source_family,transform_type,identity_proxy,original_source_columns,source_years,development_coverage,development_unique_nonmissing,legacy_target_selected_feature,feature_sets,selection_method
missing__demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_64_45__level,demographic,missing_indicator,False,אחוז עולים בהשתקעות ראשונה בני 64-45,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_65_ומעלה__level,demographic,missing_indicator,False,אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__מאזן_הגירה_ביישוב_סה_כ__level,demographic,missing_indicator,False,"מאזן הגירה ביישוב
סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__מאזן_הגירה_פנימית__level,demographic,missing_indicator,False,מאזן הגירה פנימית,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_סה_כ__level,demographic,missing_indicator,False,"נכנסים מיישובים אחרים סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_גברים__level,demographic,missing_indicator,False,נכנסים מיישובים אחרים גברים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_נשים__level,demographic,missing_indicator,False,נכנסים מיישובים אחרים נשים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_עד_גיל_14__level,demographic,missing_indicator,False,נכנסים מיישובים אחרים עד גיל 14,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_גיל_29_15__level,demographic,missing_indicator,False,נכנסים מיישובים אחרים גיל 29-15,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_גיל_64_30__level,demographic,missing_indicator,False,נכנסים מיישובים אחרים גיל 64-30,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נכנסים_מיישובים_אחרים_גיל_65_ומעלה__level,demographic,missing_indicator,False,נכנסים מיישובים אחרים גיל 65 ומעלה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_סה_כ__level,demographic,missing_indicator,False,"יוצאים ליישובים אחרים סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_גברים__level,demographic,missing_indicator,False,יוצאים ליישובים אחרים גברים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_נשים__level,demographic,missing_indicator,False,יוצאים ליישובים אחרים נשים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_עד_גיל_14__level,demographic,missing_indicator,False,יוצאים ליישובים אחרים עד גיל 14,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_גיל_29_15__level,demographic,missing_indicator,False,יוצאים ליישובים אחרים גיל 29-15,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_גיל_64_30__level,demographic,missing_indicator,False,יוצאים ליישובים אחרים גיל 64-30,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יוצאים_ליישובים_אחרים_גיל_65_ומעלה__level,demographic,missing_indicator,False,יוצאים ליישובים אחרים גיל 65 ומעלה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__הגירה_בתוך_הרשות_המקומית__level,demographic,missing_indicator,False,הגירה בתוך הרשות המקומית,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נישאים_סה_כ_גברים_ונשים__level,demographic,missing_indicator,False,"נישאים סה""כ גברים ונשים",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__נישאים_שיעור_ל_1_000_תושבים_לא_נשואים_בני_15_ומעלה__level,demographic,missing_indicator,False,"נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__מתגרשים_סה_כ_גברים_ונשים__level,demographic,missing_indicator,False,"מתגרשים סה""כ גברים ונשים",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__מתגרשים_שיעור_ל_1_000_תושבים_נשואים_בני_15_ומעלה__level,demographic,missing_indicator,False,"מתגרשים שיעור ל-1,000 תושבים נשואים בני 15 ומעלה",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_כלל_השכירים__level,income,missing_indicator,False,"שכר ממוצע לחודש של שכירים (ש""ח) כלל השכירים",2003|2006|2009|2013|2015|2019|2020,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_גברים__level,income,missing_indicator,False,"שכר ממוצע לחודש של שכירים (ש""ח) גברים",2003|2006|2009|2013|2015|2019|2020,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_נשים__level,income,missing_indicator,False,"שכר ממוצע לחודש של שכירים (ש""ח) נשים",2003|2006|2009|2013|2015|2019|2020,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_כלל_השכירים__level,income,missing_indicator,False,אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים כלל השכירים,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_גברים__level,income,missing_indicator,False,אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים גברים,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_נשים__level,income,missing_indicator,False,אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים נשים,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__מספר_השכירים__level,income,missing_indicator,False,מספר השכירים,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__אחוז_השכירים_המשתכרים_עד_שכר_מינימום__level,income,missing_indicator,False,אחוז השכירים המשתכרים עד שכר מינימום,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__מספר_העצמאים__level,income,missing_indicator,False,מספר העצמאים,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__הכנסה_ממוצעת_לחודש_של_העצמאים_ש_ח__level,income,missing_indicator,False,"הכנסה ממוצעת לחודש של העצמאים (ש""ח)",2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__אחוז_שינוי_ריאלי_של_הכנסה_ממוצעת_לחודש_של_העצמאים_לעומת_השנה_הקודמת__level,income,missing_indicator,False,אחוז שינוי ריאלי של הכנסה ממוצעת לחודש של העצמאים לעומת השנה הקודמת,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
